strain.x	replicon	clust_type.x	clust_num	cluster_size	ind_clust_size.x	ONT_ext	strain.y	clust_type.y	ind_clust_size.y	Ill_ext	rep_type
NBC_00180	CP108140_linear_left	H	50	43	22	2	NBC_00180	H	22	-25	chromosome
NBC_00180	CP108140_linear_right	H	50	43	22	2	NBC_00180	H	22	-25	chromosome
NBC_00184	CP108137_linear_left	S	257	1	1	63	NBC_00184	S	1	-102	chromosome
NBC_00184	CP108137_linear_right	S	258	1	1	0	NBC_00184	S	1	-0	chromosome
NBC_00184	CP108138_linear_left	S	259	1	1	846	NBC_00184	S	1	-120	plasmid
NBC_00184	CP108138_linear_right	S	260	1	1	1864	NBC_00184	S	1	-119	plasmid
NBC_00184	CP108139_linear_left	S	261	1	1	1380	NBC_00184	S	1	-118	plasmid
NBC_00184	CP108139_linear_right	H	2	327	116	0	NBC_00184	H	116	-0	plasmid
NBC_00185	CP108135_linear_left	H	50	43	22	1	NBC_00185	H	22	-22	chromosome
NBC_00185	CP108135_linear_right	H	50	43	22	1	NBC_00185	H	22	-22	chromosome
NBC_00185	CP108136_linear_left	H	50	43	22	1	NBC_00185	H	22	-22	plasmid
NBC_00185	CP108136_linear_right	S	256	1	1	4	NBC_00185	S	1	-73	plasmid
NBC_00187	CP108333_linear_left	S	377	1	1	0	NBC_00187	S	1	-118	chromosome
NBC_00187	CP108333_linear_right	H	18	86	40	2	NBC_00187	H	40	-13	chromosome
NBC_00189	CP108133_linear_left	H	11	52	23	2490	NBC_00189	H	23	-16	chromosome
NBC_00189	CP108133_linear_right	H	11	52	23	2510	NBC_00189	H	23	-16	chromosome
NBC_00190	CP108131_linear_left	S	255	8	3	5	NBC_00190	S	3	-20	chromosome
NBC_00190	CP108131_linear_right	H	255	8	3	6	NBC_00190	H	3	-14	chromosome
NBC_00190	CP108132_linear_left	H	255	8	3	5	NBC_00190	H	3	-20	plasmid
NBC_00190	CP108132_linear_right	H	255	8	3	4	NBC_00190	H	3	-17	plasmid
NBC_00191	CP108130_linear_left	H	253	17	8	6978	NBC_00191	H	8	-14	chromosome
NBC_00191	CP108130_linear_right	H	253	17	8	2674	NBC_00191	H	8	-15	chromosome
NBC_00197	CP108128_linear_left	S	254	2	1	0	NBC_00197	S	1	-0	chromosome
NBC_00197	CP108128_linear_right	H	254	2	1	0	NBC_00197	H	1	-0	chromosome
NBC_00200	CP108127_linear_left	H	100	46	22	0	NBC_00200	H	22	-11	chromosome
NBC_00200	CP108127_linear_right	H	100	46	22	0	NBC_00200	H	22	-11	chromosome
NBC_00203	CP108126_linear_left	H	210	6	3	4	NBC_00203	H	3	-12	chromosome
NBC_00203	CP108126_linear_right	H	210	6	3	4	NBC_00203	H	3	-12	chromosome
NBC_00206	CP108125_linear_left	H	161	76	30	140	NBC_00206	H	30	-11	chromosome
NBC_00206	CP108125_linear_right	H	161	76	30	140	NBC_00206	H	30	-11	chromosome
NBC_00207	CP130715_linear_left	S	1047	2	1	2	NBC_00207	S	1	-99	chromosome
NBC_00207	CP130715_linear_right	H	1047	2	1	2	NBC_00207	H	1	-99	chromosome
NBC_00208	CP108123_linear_left	H	25	50	26	5	NBC_00208	H	26	-11	chromosome
NBC_00208	CP108123_linear_right	H	25	50	26	5	NBC_00208	H	26	-11	chromosome
NBC_00209	CP108121_linear_left	H	143	18	8	5	NBC_00209	H	8	-12	chromosome
NBC_00209	CP108121_linear_right	H	84	17	10	0	NBC_00209	H	10	-17	chromosome
NBC_00209	CP108122_linear_left	H	143	18	8	5	NBC_00209	H	8	-12	plasmid
NBC_00209	CP108122_linear_right	H	143	18	8	3	NBC_00209	H	8	-12	plasmid
NBC_00210	CP108120_linear_left	S	253	17	8	12	NBC_00210	S	8	-13	chromosome
NBC_00210	CP108120_linear_right	H	253	17	8	12	NBC_00210	H	8	-13	chromosome
NBC_00211	CP108118_linear_left	H	31	18	12	69	NBC_00211	H	12	-0	chromosome
NBC_00211	CP108118_linear_right	H	31	18	12	1	NBC_00211	H	12	-0	chromosome
NBC_00211	CP108119_linear_left	H	32	26	13	2528	NBC_00211	H	13	-17	plasmid
NBC_00211	CP108119_linear_right	H	32	26	13	2533	NBC_00211	H	13	-18	plasmid
NBC_00212	CP108115_linear_left	H	2	327	116	5	NBC_00212	H	116	-12	chromosome
NBC_00212	CP108115_linear_right	S	249	8	3	6	NBC_00212	S	3	-12	chromosome
NBC_00212	CP108116_linear_left	H	2	327	116	5	NBC_00212	H	116	-12	plasmid
NBC_00212	CP108116_linear_right	S	250	2	2	0	NBC_00212	S	2	-12	plasmid
NBC_00215	CP108114_linear_left	H	100	46	22	1	NBC_00215	H	22	-12	chromosome
NBC_00215	CP108114_linear_right	H	100	46	22	1	NBC_00215	H	22	-12	chromosome
NBC_00217	CP108113_linear_left	H	191	13	7	3	NBC_00217	H	7	-11	chromosome
NBC_00217	CP108113_linear_right	H	139	33	19	4	NBC_00217	H	19	-11	chromosome
NBC_00220	CP108111_linear_left	S	246	2	1	0	NBC_00220	S	1	-117	chromosome
NBC_00220	CP108111_linear_right	H	246	2	1	0	NBC_00220	H	1	-117	chromosome
NBC_00221	CP108345_linear_left	H	18	86	40	1318	NBC_00221	H	40	-13	chromosome
NBC_00221	CP108345_linear_right	H	18	86	40	1344	NBC_00221	H	40	-13	chromosome
NBC_00223	CP108109_linear_left	S	245	11	3	32	NBC_00223	S	3	-13	chromosome
NBC_00223	CP108109_linear_right	H	245	11	3	43	NBC_00223	H	3	-13	chromosome
NBC_00224	CP108106_linear_left	H	18	86	40	0	NBC_00224	H	40	-12	chromosome
NBC_00224	CP108106_linear_right	H	18	86	40	0	NBC_00224	H	40	-12	chromosome
NBC_00224	CP108107_linear_left	H	67	10	8	0	NBC_00224	H	8	-13	plasmid
NBC_00224	CP108107_linear_right	H	18	86	40	0	NBC_00224	H	40	-12	plasmid
NBC_00224	CP108108_linear_left	S	244	1	1	8374	NBC_00224	S	1	-120	extrachromosomal
NBC_00224	CP108108_linear_right	H	18	86	40	0	NBC_00224	H	40	-14	extrachromosomal
NBC_00225	CP108105_linear_left	S	243	5	2	1	NBC_00225	S	2	-0	chromosome
NBC_00225	CP108105_linear_right	H	243	5	2	1	NBC_00225	H	2	-0	chromosome
NBC_00226	CP108103_linear_left	H	106	28	14	0	NBC_00226	H	14	-12	chromosome
NBC_00226	CP108103_linear_right	H	106	28	14	0	NBC_00226	H	14	-12	chromosome
NBC_00228	CP108102_linear_left	S	240	8	4	0	NBC_00228	S	4	-0	chromosome
NBC_00228	CP108102_linear_right	H	240	8	4	0	NBC_00228	H	4	-0	chromosome
NBC_00236	CP108100_linear_left	H	2	327	116	1858	NBC_00236	H	116	-15	chromosome
NBC_00236	CP108100_linear_right	H	2	327	116	1860	NBC_00236	H	116	-15	chromosome
NBC_00238	CP108344_linear_left	H	66	23	10	1	NBC_00238	H	10	-0	chromosome
NBC_00238	CP108344_linear_right	H	2	327	116	2	NBC_00238	H	116	-12	chromosome
NBC_00239	CP108095_linear_left	S	232	2	1	0	NBC_00239	S	1	-89	chromosome
NBC_00239	CP108095_linear_right	S	233	1	1	0	NBC_00239	S	1	-119	chromosome
NBC_00239	CP108096_linear_left	S	234	8	3	0	NBC_00239	S	3	-14	plasmid
NBC_00239	CP108096_linear_right	H	234	8	3	0	NBC_00239	H	3	-15	plasmid
NBC_00239	CP108097_linear_left	H	232	2	1	0	NBC_00239	H	1	-86	plasmid
NBC_00239	CP108097_linear_right	S	235	8	5	1	NBC_00239	S	5	-12	plasmid
NBC_00247	CP108093_linear_left	S	230	1	1	0	NBC_00247	S	1	-118	chromosome
NBC_00247	CP108093_linear_right	S	231	1	1	0	NBC_00247	S	1	-0	chromosome
NBC_00248	CP108090_linear_left	H	89	34	16	35	NBC_00248	H	16	-11	chromosome
NBC_00248	CP108090_linear_right	H	89	34	16	35	NBC_00248	H	16	-11	chromosome
NBC_00248	CP108091_linear_left	H	106	28	14	8	NBC_00248	H	14	-14	plasmid
NBC_00248	CP108091_linear_right	H	106	28	14	0	NBC_00248	H	14	-14	plasmid
NBC_00250	CP108088_linear_left	S	226	4	2	2	NBC_00250	S	2	-21	chromosome
NBC_00250	CP108088_linear_right	S	227	1	1	0	NBC_00250	S	1	-0	chromosome
NBC_00250	CP108089_linear_left	H	226	4	2	4	NBC_00250	H	2	-21	plasmid
NBC_00250	CP108089_linear_right	H	226	4	2	1	NBC_00250	H	2	-22	plasmid
NBC_00252	CP108087_linear_left	S	225	2	1	0	NBC_00252	S	1	-17	chromosome
NBC_00252	CP108087_linear_right	H	225	2	1	0	NBC_00252	H	1	-17	chromosome
NBC_00257	CP108082_linear_left	S	224	36	12	16	NBC_00257	S	12	-12	chromosome
NBC_00257	CP108082_linear_right	H	224	36	12	7	NBC_00257	H	12	-12	chromosome
NBC_00257	CP108083_linear_left	H	224	36	12	58	NBC_00257	H	12	-12	plasmid
NBC_00257	CP108083_linear_right	H	9	77	30	3	NBC_00257	H	30	-11	plasmid
NBC_00258	CP108081_linear_left	S	223	2	1	4	NBC_00258	S	1	-21	chromosome
NBC_00258	CP108081_linear_right	H	223	2	1	4	NBC_00258	H	1	-21	chromosome
NBC_00259	CP108080_linear_left	H	50	43	22	50	NBC_00259	H	22	-18	chromosome
NBC_00259	CP108080_linear_right	H	50	43	22	50	NBC_00259	H	22	-18	chromosome
NBC_00261	CP108079_linear_left	H	100	46	22	0	NBC_00261	H	22	-12	chromosome
NBC_00261	CP108079_linear_right	H	100	46	22	0	NBC_00261	H	22	-12	chromosome
NBC_00267	CP108076_linear_left	H	2	327	116	5	NBC_00267	H	116	-13	chromosome
NBC_00267	CP108076_linear_right	H	2	327	116	7	NBC_00267	H	116	-13	chromosome
NBC_00267	CP108078_linear_left	S	221	1	1	42482	NBC_00267	S	1	-119	plasmid
NBC_00267	CP108078_linear_right	S	222	1	1	0	NBC_00267	S	1	-120	plasmid
NBC_00269	CP108075_linear_left	S	218	2	1	0	NBC_00269	S	1	-0	chromosome
NBC_00269	CP108075_linear_right	H	218	2	1	0	NBC_00269	H	1	-0	chromosome
NBC_00270	CP108073_linear_left	H	2	327	116	65	NBC_00270	H	116	-11	chromosome
NBC_00270	CP108073_linear_right	H	2	327	116	63	NBC_00270	H	116	-11	chromosome
NBC_00270	CP108074_linear_left	H	2	327	116	2	NBC_00270	H	116	-12	plasmid
NBC_00270	CP108074_linear_right	H	2	327	116	0	NBC_00270	H	116	-12	plasmid
NBC_00271	CP108070_linear_left	S	215	17	9	2	NBC_00271	S	9	-0	chromosome
NBC_00271	CP108070_linear_right	H	215	17	9	0	NBC_00271	H	9	-0	chromosome
NBC_00271	CP108071_linear_left	H	37	127	46	0	NBC_00271	H	46	-0	plasmid
NBC_00271	CP108071_linear_right	S	216	1	1	25427	NBC_00271	S	1	-68	plasmid
NBC_00271	CP108072_linear_left	S	217	1	1	24278	NBC_00271	S	1	-0	plasmid
NBC_00271	CP108072_linear_right	H	35	17	7	0	NBC_00271	H	7	-0	plasmid
NBC_00272	CP108068_linear_left	H	31	18	12	253	NBC_00272	H	12	-11	chromosome
NBC_00272	CP108068_linear_right	H	31	18	12	245	NBC_00272	H	12	-11	chromosome
NBC_00272	CP108069_linear_left	H	32	26	13	7	NBC_00272	H	13	-12	plasmid
NBC_00272	CP108069_linear_right	S	214	1	1	0	NBC_00272	S	1	-119	plasmid
NBC_00273	CP108067_linear_left	H	89	34	16	4	NBC_00273	H	16	-11	chromosome
NBC_00273	CP108067_linear_right	H	89	34	16	4	NBC_00273	H	16	-11	chromosome
NBC_00277	CP108065_linear_left	H	9	77	30	12	NBC_00277	H	30	-11	chromosome
NBC_00277	CP108065_linear_right	H	9	77	30	12	NBC_00277	H	30	-11	chromosome
NBC_00277	CP108066_linear_left	H	0	42	14	6	NBC_00277	H	14	-0	plasmid
NBC_00277	CP108066_linear_right	H	0	42	14	6	NBC_00277	H	14	-0	plasmid
NBC_00278	CP108062_linear_left	H	37	127	46	8	NBC_00278	H	46	-12	chromosome
NBC_00278	CP108062_linear_right	H	37	127	46	8	NBC_00278	H	46	-12	chromosome
NBC_00278	CP108063_linear_left	H	37	127	46	2	NBC_00278	H	46	-12	plasmid
NBC_00278	CP108063_linear_right	H	37	127	46	4	NBC_00278	H	46	-12	plasmid
NBC_00278	CP108064_linear_left	H	37	127	46	8	NBC_00278	H	46	-11	extrachromosomal
NBC_00278	CP108064_linear_right	H	37	127	46	10	NBC_00278	H	46	-11	extrachromosomal
NBC_00280	CP108059_linear_left	H	2	327	116	3	NBC_00280	H	116	-10	chromosome
NBC_00280	CP108059_linear_right	S	210	6	3	0	NBC_00280	S	3	-0	chromosome
NBC_00280	CP108060_linear_left	S	211	2	1	0	NBC_00280	S	1	-0	plasmid
NBC_00280	CP108060_linear_right	H	211	2	1	0	NBC_00280	H	1	-0	plasmid
NBC_00280	CP108061_linear_left	S	212	1	1	14	NBC_00280	S	1	-13	extrachromosomal
NBC_00280	CP108061_linear_right	S	213	1	1	443	NBC_00280	S	1	-12	extrachromosomal
NBC_00283	CP108057_linear_left	S	208	1	1	0	NBC_00283	S	1	-0	chromosome
NBC_00283	CP108057_linear_right	S	209	27	13	14	NBC_00283	S	13	-0	chromosome
NBC_00283	CP108058_linear_left	H	32	26	13	499	NBC_00283	H	13	-12	plasmid
NBC_00283	CP108058_linear_right	H	180	2	2	0	NBC_00283	H	2	-0	plasmid
NBC_00285	CP108055_linear_left	H	100	46	22	1810	NBC_00285	H	22	-12	chromosome
NBC_00285	CP108055_linear_right	H	100	46	22	1837	NBC_00285	H	22	-12	chromosome
NBC_00286	CP108054_linear_left	H	9	77	30	28	NBC_00286	H	30	-11	chromosome
NBC_00286	CP108054_linear_right	H	9	77	30	9	NBC_00286	H	30	-11	chromosome
NBC_00287	CP108053_linear_left	H	40	13	5	35	NBC_00287	H	5	-0	chromosome
NBC_00287	CP108053_linear_right	H	40	13	5	44	NBC_00287	H	5	-0	chromosome
NBC_00288	CP108052_linear_left	S	205	2	1	967	NBC_00288	S	1	-120	chromosome
NBC_00288	CP108052_linear_right	H	205	2	1	916	NBC_00288	H	1	-120	chromosome
NBC_00289	CP108046_linear_left	H	100	46	22	2	NBC_00289	H	22	-2	chromosome
NBC_00289	CP108046_linear_right	H	100	46	22	0	NBC_00289	H	22	-1	chromosome
NBC_00289	CP108047_linear_left	H	12	26	12	0	NBC_00289	H	12	-14	plasmid
NBC_00289	CP108047_linear_right	H	12	26	12	1	NBC_00289	H	12	-13	plasmid
NBC_00289	CP108048_linear_left	H	12	26	12	0	NBC_00289	H	12	-13	plasmid
NBC_00289	CP108048_linear_right	H	12	26	12	33	NBC_00289	H	12	-14	plasmid
NBC_00289	CP108049_linear_left	H	90	54	24	1	NBC_00289	H	24	-12	plasmid
NBC_00289	CP108049_linear_right	H	90	54	24	3363	NBC_00289	H	24	-12	plasmid
NBC_00289	CP108050_linear_left	S	201	3	3	4	NBC_00289	S	3	-13	plasmid
NBC_00289	CP108050_linear_right	S	202	3	3	1	NBC_00289	S	3	-12	plasmid
NBC_00289	CP108051_linear_left	S	203	1	1	441	NBC_00289	S	1	-113	extrachromosomal
NBC_00289	CP108051_linear_right	S	204	1	1	51	NBC_00289	S	1	-104	extrachromosomal
NBC_00293	CP108342_linear_left	H	11	52	23	2	NBC_00293	H	23	-11	chromosome
NBC_00293	CP108342_linear_right	H	11	52	23	2	NBC_00293	H	23	-11	chromosome
NBC_00299	CP108039_linear_left	H	2	327	116	64	NBC_00299	H	116	-12	chromosome
NBC_00299	CP108039_linear_right	H	2	327	116	14	NBC_00299	H	116	-12	chromosome
NBC_00299	CP108040_linear_left	H	2	327	116	7	NBC_00299	H	116	-12	plasmid
NBC_00299	CP108040_linear_right	H	2	327	116	7	NBC_00299	H	116	-12	plasmid
NBC_00302	CP108038_linear_left	H	90	54	24	43	NBC_00302	H	24	-12	chromosome
NBC_00302	CP108038_linear_right	H	90	54	24	2	NBC_00302	H	24	-11	chromosome
NBC_00303	CP108036_linear_left	H	105	13	7	1	NBC_00303	H	7	-11	chromosome
NBC_00303	CP108036_linear_right	H	105	13	7	1	NBC_00303	H	7	-11	chromosome
NBC_00304	CP108033_linear_left	H	187	10	3	7	NBC_00304	H	3	-0	chromosome
NBC_00304	CP108033_linear_right	H	97	47	16	4	NBC_00304	H	16	-12	chromosome
NBC_00304	CP108034_linear_left	H	187	10	3	1	NBC_00304	H	3	-11	plasmid
NBC_00304	CP108034_linear_right	H	187	10	3	1	NBC_00304	H	3	-11	plasmid
NBC_00304	CP108035_linear_left	H	187	10	3	1	NBC_00304	H	3	-11	plasmid
NBC_00304	CP108035_linear_right	H	187	10	3	1	NBC_00304	H	3	-11	plasmid
NBC_00306	CP108032_linear_left	H	2	327	116	3	NBC_00306	H	116	-12	chromosome
NBC_00306	CP108032_linear_right	H	2	327	116	2	NBC_00306	H	116	-12	chromosome
NBC_00310	CP130714_linear_left	H	89	34	16	3	NBC_00310	H	16	-11	chromosome
NBC_00310	CP130714_linear_right	H	89	34	16	3	NBC_00310	H	16	-11	chromosome
NBC_00311	CP108030_linear_left	H	18	86	40	430	NBC_00311	H	40	-13	chromosome
NBC_00311	CP108030_linear_right	H	18	86	40	431	NBC_00311	H	40	-13	chromosome
NBC_00314	CP108029_linear_left	H	2	327	116	9	NBC_00314	H	116	-11	chromosome
NBC_00314	CP108029_linear_right	H	2	327	116	37	NBC_00314	H	116	-11	chromosome
NBC_00316	CP108023_linear_left	H	2	327	116	2	NBC_00316	H	116	-12	chromosome
NBC_00316	CP108023_linear_right	H	2	327	116	2	NBC_00316	H	116	-12	chromosome
NBC_00316	CP108024_linear_left	H	2	327	116	7	NBC_00316	H	116	-12	plasmid
NBC_00316	CP108024_linear_right	H	2	327	116	1	NBC_00316	H	116	-11	plasmid
NBC_00322	CP108019_linear_left	H	9	77	30	2231	NBC_00322	H	30	-12	chromosome
NBC_00322	CP108019_linear_right	H	9	77	30	2224	NBC_00322	H	30	-12	chromosome
NBC_00324	CP108016_linear_left	S	192	4	3	3	NBC_00324	S	3	-12	chromosome
NBC_00324	CP108016_linear_right	H	192	4	3	3	NBC_00324	H	3	-12	chromosome
NBC_00324	CP108017_linear_left	H	110	11	7	260	NBC_00324	H	7	-12	extrachromosomal
NBC_00324	CP108017_linear_right	H	105	13	7	3	NBC_00324	H	7	-11	extrachromosomal
NBC_00324	CP108018_linear_left	H	9	77	30	1	NBC_00324	H	30	-12	extrachromosomal
NBC_00324	CP108018_linear_right	S	193	1	1	442	NBC_00324	S	1	-12	extrachromosomal
NBC_00328	CP108013_linear_left	H	139	33	19	1	NBC_00328	H	19	-13	chromosome
NBC_00328	CP108013_linear_right	S	191	13	7	1	NBC_00328	S	7	-13	chromosome
NBC_00333	CP108011_linear_left	H	111	12	6	7	NBC_00333	H	6	-22	chromosome
NBC_00333	CP108011_linear_right	H	111	12	6	7	NBC_00333	H	6	-22	chromosome
NBC_00334	CP108008_linear_left	H	2	327	116	4	NBC_00334	H	116	-12	chromosome
NBC_00334	CP108008_linear_right	H	0	42	14	2239	NBC_00334	H	14	-0	chromosome
NBC_00334	CP108009_linear_left	H	0	42	14	2246	NBC_00334	H	14	-0	plasmid
NBC_00334	CP108009_linear_right	H	0	42	14	166	NBC_00334	H	14	-15	plasmid
NBC_00335	CP108006_linear_left	H	31	18	12	0	NBC_00335	H	12	-0	chromosome
NBC_00335	CP108006_linear_right	H	75	25	13	6	NBC_00335	H	13	-12	chromosome
NBC_00335	CP108007_linear_left	S	188	2	2	193	NBC_00335	S	2	-0	plasmid
NBC_00335	CP108007_linear_right	H	75	25	13	13	NBC_00335	H	13	-12	plasmid
NBC_00337	CP108005_linear_left	H	25	50	26	15	NBC_00337	H	26	-11	chromosome
NBC_00337	CP108005_linear_right	H	25	50	26	30	NBC_00337	H	26	-11	chromosome
NBC_00342	CP107999_linear_left	H	37	127	46	3	NBC_00342	H	46	-11	chromosome
NBC_00342	CP107999_linear_right	H	9	77	30	3494	NBC_00342	H	30	-12	chromosome
NBC_00342	CP108000_linear_left	S	187	10	3	305	NBC_00342	S	3	-11	plasmid
NBC_00342	CP108000_linear_right	H	187	10	3	317	NBC_00342	H	3	-12	plasmid
NBC_00342	CP108001_linear_left	H	187	10	3	1	NBC_00342	H	3	-11	plasmid
NBC_00342	CP108001_linear_right	H	37	127	46	103	NBC_00342	H	46	-12	plasmid
NBC_00343	CP107998_linear_left	H	57	5	4	3	NBC_00343	H	4	-11	chromosome
NBC_00343	CP107998_linear_right	H	57	5	4	3	NBC_00343	H	4	-11	chromosome
NBC_00344	CP107996_linear_left	H	25	50	26	7	NBC_00344	H	26	-12	chromosome
NBC_00344	CP107996_linear_right	H	25	50	26	2	NBC_00344	H	26	-12	chromosome
NBC_00344	CP107997_linear_left	H	25	50	26	6	NBC_00344	H	26	-12	plasmid
NBC_00344	CP107997_linear_right	H	25	50	26	1	NBC_00344	H	26	-11	plasmid
NBC_00349	CP107989_linear_left	H	9	77	30	26	NBC_00349	H	30	-11	chromosome
NBC_00349	CP107989_linear_right	H	9	77	30	12	NBC_00349	H	30	-11	chromosome
NBC_00349	CP107990_linear_left	H	2	327	116	2	NBC_00349	H	116	-11	plasmid
NBC_00349	CP107990_linear_right	H	9	77	30	4	NBC_00349	H	30	-11	plasmid
NBC_00349	CP107991_linear_left	H	9	77	30	3381	NBC_00349	H	30	-11	plasmid
NBC_00349	CP107991_linear_right	S	183	1	1	19518	NBC_00349	S	1	-120	plasmid
NBC_00349	CP107993_linear_left	S	186	1	1	68111	NBC_00349	S	1	-115	plasmid
NBC_00349	CP107993_linear_right	H	9	77	30	9	NBC_00349	H	30	-11	plasmid
NBC_00350	CP107986_linear_left	H	9	77	30	329	NBC_00350	H	30	-11	chromosome
NBC_00350	CP107986_linear_right	H	9	77	30	349	NBC_00350	H	30	-11	chromosome
NBC_00350	CP107987_linear_left	H	9	77	30	9	NBC_00350	H	30	-11	plasmid
NBC_00350	CP107987_linear_right	H	9	77	30	4	NBC_00350	H	30	-11	plasmid
NBC_00353	CP107985_linear_left	H	11	52	23	1	NBC_00353	H	23	-13	chromosome
NBC_00353	CP107985_linear_right	H	11	52	23	0	NBC_00353	H	23	-12	chromosome
NBC_00354	CP107983_linear_left	H	75	25	13	804	NBC_00354	H	13	-12	chromosome
NBC_00354	CP107983_linear_right	S	179	1	1	8095	NBC_00354	S	1	-119	chromosome
NBC_00354	CP107984_linear_left	H	75	25	13	803	NBC_00354	H	13	-12	plasmid
NBC_00354	CP107984_linear_right	S	180	2	2	0	NBC_00354	S	2	-0	plasmid
NBC_00356	CP107981_linear_left	H	18	86	40	1	NBC_00356	H	40	-6	chromosome
NBC_00356	CP107981_linear_right	H	18	86	40	1	NBC_00356	H	40	-6	chromosome
NBC_00357	CP107977_linear_left	S	173	1	1	2810	NBC_00357	S	1	-120	chromosome
NBC_00357	CP107977_linear_right	S	174	1	1	920	NBC_00357	S	1	-120	chromosome
NBC_00357	CP107978_linear_left	H	2	327	116	42	NBC_00357	H	116	-12	plasmid
NBC_00357	CP107978_linear_right	H	2	327	116	42	NBC_00357	H	116	-12	plasmid
NBC_00358	CP107976_linear_left	H	2	327	116	6953	NBC_00358	H	116	-18	chromosome
NBC_00358	CP107976_linear_right	H	2	327	116	4	NBC_00358	H	116	-12	chromosome
NBC_00363	CP107972_linear_left	H	50	43	22	6	NBC_00363	H	22	-12	chromosome
NBC_00363	CP107972_linear_right	H	2	327	116	6	NBC_00363	H	116	-12	chromosome
NBC_00366	CP107971_linear_left	S	170	1	1	2249	NBC_00366	S	1	-117	chromosome
NBC_00366	CP107971_linear_right	H	18	86	40	26	NBC_00366	H	40	-13	chromosome
NBC_00370	CP107968_linear_left	H	2	327	116	4	NBC_00370	H	116	-13	chromosome
NBC_00370	CP107968_linear_right	H	2	327	116	1548	NBC_00370	H	116	-13	chromosome
NBC_00371	CP107967_linear_left	H	2	327	116	2	NBC_00371	H	116	-11	chromosome
NBC_00371	CP107967_linear_right	H	2	327	116	2	NBC_00371	H	116	-11	chromosome
NBC_00375	CP107963_linear_left	S	164	2	1	0	NBC_00375	S	1	-0	chromosome
NBC_00375	CP107963_linear_right	H	164	2	1	3	NBC_00375	H	1	-11	chromosome
NBC_00376	CP107960_linear_left	S	161	76	30	14	NBC_00376	S	30	-14	chromosome
NBC_00376	CP107960_linear_right	S	162	1	1	0	NBC_00376	S	1	-112	chromosome
NBC_00376	CP107961_linear_left	H	161	76	30	14	NBC_00376	H	30	-14	plasmid
NBC_00376	CP107961_linear_right	H	161	76	30	0	NBC_00376	H	30	-14	plasmid
NBC_00376	CP107962_linear_left	H	161	76	30	0	NBC_00376	H	30	-13	plasmid
NBC_00376	CP107962_linear_right	S	163	1	1	0	NBC_00376	S	1	-65	plasmid
NBC_00377	CP107958_linear_left	H	2	327	116	26	NBC_00377	H	116	-12	chromosome
NBC_00377	CP107958_linear_right	H	2	327	116	2	NBC_00377	H	116	-12	chromosome
NBC_00379	CP107957_linear_left	H	139	33	19	1	NBC_00379	H	19	-11	chromosome
NBC_00379	CP107957_linear_right	H	139	33	19	2	NBC_00379	H	19	-11	chromosome
NBC_00381	CP107955_linear_left	S	158	1	1	8	NBC_00381	S	1	-0	chromosome
NBC_00381	CP107955_linear_right	H	111	12	6	8	NBC_00381	H	6	-14	chromosome
NBC_00383	CP107952_linear_left	S	155	12	2	4	NBC_00383	S	2	-14	chromosome
NBC_00383	CP107952_linear_right	H	155	12	2	4	NBC_00383	H	2	-14	chromosome
NBC_00386	CP107950_linear_left	H	139	33	19	1	NBC_00386	H	19	-12	chromosome
NBC_00386	CP107950_linear_right	H	139	33	19	2	NBC_00386	H	19	-12	chromosome
NBC_00388	CP107948_linear_left	H	3	17	9	0	NBC_00388	H	9	-16	chromosome
NBC_00388	CP107948_linear_right	S	154	1	1	1950	NBC_00388	S	1	-97	chromosome
NBC_00388	CP107949_linear_left	H	2	327	116	3	NBC_00388	H	116	-11	plasmid
NBC_00388	CP107949_linear_right	H	2	327	116	2	NBC_00388	H	116	-11	plasmid
NBC_00390	CP107945_linear_left	S	151	10	3	3139	NBC_00390	S	3	-12	chromosome
NBC_00390	CP107945_linear_right	H	151	10	3	3157	NBC_00390	H	3	-12	chromosome
NBC_00391	CP107944_linear_left	H	57	5	4	84	NBC_00391	H	4	-29	chromosome
NBC_00391	CP107944_linear_right	S	150	1	1	84	NBC_00391	S	1	-0	chromosome
NBC_00400	CP107940_linear_left	H	35	17	7	9	NBC_00400	H	7	-11	chromosome
NBC_00400	CP107940_linear_right	H	35	17	7	12	NBC_00400	H	7	-11	chromosome
NBC_00414	CP107935_linear_left	H	12	26	12	9	NBC_00414	H	12	-11	chromosome
NBC_00414	CP107935_linear_right	H	12	26	12	13	NBC_00414	H	12	-11	chromosome
NBC_00415	CP107933_linear_left	H	14	19	6	16	NBC_00415	H	6	-22	chromosome
NBC_00415	CP107933_linear_right	H	14	19	6	16	NBC_00415	H	6	-22	chromosome
NBC_00425	CP107928_linear_left	H	2	327	116	1	NBC_00425	H	116	-11	chromosome
NBC_00425	CP107928_linear_right	H	2	327	116	1	NBC_00425	H	116	-11	chromosome
NBC_00433	CP107926_linear_left	H	25	50	26	0	NBC_00433	H	26	-11	chromosome
NBC_00433	CP107926_linear_right	H	25	50	26	0	NBC_00433	H	26	-11	chromosome
NBC_00435	CP107924_linear_left	S	144	1	1	0	NBC_00435	S	1	-103	chromosome
NBC_00435	CP107924_linear_right	S	145	1	1	0	NBC_00435	S	1	-107	chromosome
NBC_00435	CP107925_linear_left	S	146	1	1	5	NBC_00435	S	1	-2	plasmid
NBC_00435	CP107925_linear_right	S	147	1	1	0	NBC_00435	S	1	-89	plasmid
NBC_00440	CP107921_linear_left	H	2	327	116	5	NBC_00440	H	116	-12	chromosome
