strain_name	accession	taxon	DNA_type	DNA_length	tap_id	tpg_id	intergenic_dist	side	replicon_end	clust_type	clust_num	seq_len	hit_perc	strand	ign1	ign2	cigar	target	cluster_size
NBC_01325	CP109051	['Streptomyces subrutilus']	chromosome	7646701	PRJNA747871:OG479_00040	PRJNA747871:OG479_00045	6	left	CP109051_linear_left	H	192	90	94.4	+	0	0	90M	CP108016_linear_left	4
NBC_00723	CP108988	['Streptomyces sp. NBC_00723']	plasmid	413843	PRJNA747871:OG713_44590	PRJNA747871:OG713_44585	3	left	CP108988_linear_left	H	37	90	73.3	+	0	0	10D80M10I	CP107763_linear_left	127
NBC_00562	CP107791	['Streptomyces sp. NBC 00562']	chromosome	9892438	PRJNA747871:OHA33_40445	PRJNA747871:OHA33_40450	9	right	CP107791_linear_right	H	25	90	97.8	+	0	0	90M	CP107746_linear_left	50
NBC_01515	CP109416	['Streptomyces sp. NBC_01515']	chromosome	11325605	PRJNA747871:OG407_50005	PRJNA747871:OG407_50000	4	right	CP109416_linear_right	H	37	90	86.7	+	0	0	90M	CP107763_linear_left	127
NBC_01515	CP109416	['Streptomyces sp. NBC_01515']	chromosome	11325605	PRJNA747871:OG407_00040	PRJNA747871:OG407_00045	4	left	CP109416_linear_left	H	37	90	86.7	+	0	0	90M	CP107763_linear_left	127
NBC_00180	CP108140	['Streptomyces sp. NBC_00180']	chromosome	10011928	PRJNA747871:OG477_43375	PRJNA747871:OG477_43380	4	right	CP108140_linear_right	H	50	90	72.2	+	0	0	3I40MI10MD17MD12MD7MD	CP107780_linear_left	43
NBC_01614	CP109302	['Streptomyces sp. NBC 01614']	chromosome	11354032	PRJNA747871:OH767_49980	PRJNA747871:OH767_49985	4	right	CP109302_linear_right	H	9	90	83.3	+	0	0	90M	CP107730_linear_left	77
NBC_01614	CP109302	['Streptomyces sp. NBC 01614']	chromosome	11354032	PRJNA747871:OH767_01735	PRJNA747871:OH767_01730	4	left	CP109302_linear_left	H	9	90	83.3	+	0	0	90M	CP107730_linear_left	77
NBC_01341	CP108364	['Streptomyces sp. NBC_01341']	chromosome	7411387	PRJNA747871:OG206_00790	PRJNA747871:OG206_00785	4	left	CP108364_linear_left	H	84	90	72.2	+	0	0	64M4I22M4D	CP107836_linear_left	17
NBC_00283	CP108058	['Streptomyces goshikiensis']	plasmid	603428	PRJNA747871:OHU17_35730	PRJNA747871:OHU17_35725	6	left	CP108058_linear_left	H	32	90	83.3	+	0	0	90M	CP107758_linear_right	26
NBC_00271	CP108070	['Streptomyces sp. NBC 00271']	chromosome	11932113	PRJNA747871:OG798_05520	PRJNA747871:OG798_05515	4	left	CP108070_linear_left	S	215	90	*	*	*	*	*	*	17
NBC_01714	CP109183	['Streptomyces mirabilis']	chromosome	12275813	PRJNA747871:OIE87_07020	PRJNA747871:OIE87_07015	4	left	CP109183_linear_left	H	100	90	93.3	+	0	0	68M3D19M3I	CP107864_linear_right	46
NBC_01102	CP108657	['Streptomyces sp. NBC_01102']	plasmid	54464	PRJNA747871:OG596_38875	PRJNA747871:OG596_38870	3	left	CP108657_linear_left	H	37	90	90.0	+	0	0	D41MD47M2I	CP107763_linear_left	127
NBC_01602	CP109313	['Streptomyces sp. NBC 01602']	chromosome	9975297	PRJNA747871:OG955_04900	PRJNA747871:OG955_04895	9	left	CP109313_linear_left	H	336	90	91.1	+	0	0	19MD15M2D53M3I	CP108260_linear_left	10
NBC_00868	CP108816	['Streptomyces sp. NBC_00868']	plasmid	255949	PRJNA747871:OG239_43365	PRJNA747871:OG239_43360	3	left	CP108816_linear_left	H	255	90	94.4	+	0	0	I74MI14M2D	CP108131_linear_left	8
NBC_00015	CP108307	['Streptomyces sp. NBC_00015']	plasmid	708592	PRJNA747871:OG613_44810	PRJNA747871:OG613_44805	3	left	CP108307_linear_left	H	210	90	72.2	+	0	0	D14MI19M3D53M3I	CP108059_linear_right	6
NBC_00286	CP108054	['Streptomyces sp. NBC 00286']	chromosome	9853519	PRJNA747871:OHT21_44595	PRJNA747871:OHT21_44590	5	right	CP108054_linear_right	H	9	90	94.4	+	0	0	90M	CP107730_linear_left	77
NBC_00286	CP108054	['Streptomyces sp. NBC 00286']	chromosome	9853519	PRJNA747871:OHT21_00010	PRJNA747871:OHT21_00015	5	left	CP108054_linear_left	H	9	90	94.4	+	0	0	90M	CP107730_linear_left	77
NBC_00178	CP108144	['Streptomyces sp. NBC 00178']	plasmid	62364	PRJNA747871:OHT61_32200	PRJNA747871:OHT61_32195	4	left	CP108144_linear_left	H	37	90	88.9	+	0	0	90M	CP107763_linear_left	127
NBC_01455	CP109477	['Streptomyces sp. NBC_01455']	plasmid	30930	PRJNA747871:OG255_46895	PRJNA747871:OG255_46900	4	right	CP109477_linear_right	H	9	90	77.8	+	0	0	D45MD43M2I	CP107730_linear_left	77
NBC_00514	CP107844	['Streptomyces europaeiscabiei']	chromosome	10588014	PRJNA747871:OG920_46160	PRJNA747871:OG920_46155	90	right	CP107844_linear_right	H	89	90	100.0	+	0	0	=	CP107844_linear_left	34
NBC_00514	CP107844	['Streptomyces europaeiscabiei']	chromosome	10588014	PRJNA747871:OG920_00010	PRJNA747871:OG920_00015	90	left	CP107844_linear_left	S	89	90	*	*	*	*	*	*	34
NBC_00147	CP108173	['Streptomyces sp. NBC 00147']	plasmid	155595	PRJNA747871:OG941_51860	PRJNA747871:OG941_51855	4	left	CP108173_linear_left	H	9	90	94.4	+	0	0	90M	CP107730_linear_left	77
NBC_00450	CP107911	['Streptomyces violaceus']	chromosome	8918193	PRJNA747871:OG542_01140	PRJNA747871:OG542_01135	3	left	CP107911_linear_left	H	89	90	93.3	+	0	0	59MI30MD	CP107844_linear_left	34
NBC_01462	CP109470	['Streptomyces sp. NBC_01462']	chromosome	10423316	PRJNA747871:OG445_45365	PRJNA747871:OG445_45360	91	right	CP109470_linear_right	H	37	90	84.4	+	0	0	33M2I55M2D	CP107763_linear_left	127
NBC_01462	CP109470	['Streptomyces sp. NBC_01462']	chromosome	10423316	PRJNA747871:OG445_00010	PRJNA747871:OG445_00015	91	left	CP109470_linear_left	H	37	90	86.7	+	0	0	64MD25MI	CP107763_linear_left	127
NBC_00386	CP107950	['Streptomyces sp. NBC 00386']	chromosome	10193344	PRJNA747871:OG780_44125	PRJNA747871:OG780_44130	4	right	CP107950_linear_right	H	139	90	72.2	+	0	0	90M	CP107916_linear_left	33
NBC_00386	CP107950	['Streptomyces sp. NBC 00386']	chromosome	10193344	PRJNA747871:OG780_00315	PRJNA747871:OG780_00310	4	left	CP107950_linear_left	H	139	90	72.2	+	0	0	90M	CP107916_linear_left	33
NBC_01643	CP109266	['Streptomyces sp. NBC 01643']	chromosome	10186474	PRJNA747871:OHB03_42170	PRJNA747871:OHB03_42175	9	right	CP109266_linear_right	H	90	90	84.4	+	0	0	90M	CP107845_linear_left	54
NBC_00972	CP108743	['Streptomyces halstedii']	chromosome	7237177	PRJNA747871:OG291_00085	PRJNA747871:OG291_00080	3	left	CP108743_linear_left	H	14	90	72.2	+	0	0	20I70M20D	CP107738_linear_left	19
NBC_00158	CP108163	['Streptomyces sp. NBC_00158']	plasmid	276863	PRJNA747871:OG553_37450	PRJNA747871:OG553_37445	3	left	CP108163_linear_left	H	235	90	75.6	+	0	0	11I25MD24M4D30M6D	CP108097_linear_right	8
NBC_01578	CP109346	['Streptomyces sp. NBC 01578']	chromosome	10106618	PRJNA747871:OH776_41100	PRJNA747871:OH776_41105	9	right	CP109346_linear_right	H	155	90	85.6	+	0	0	I64MI17M2D7M	CP107952_linear_left	12
NBC_00164	CP108153	['Streptomyces virginiae']	chromosome	9183674	PRJNA747871:OG541_05770	PRJNA747871:OG541_05775	5	left	CP108153_linear_left	H	89	90	73.3	+	0	0	D63MI26M	CP107844_linear_left	34
NBC_00044	CP108275	['Streptomyces zaomyceticus']	plasmid	128486	PRJNA747871:OG468_41810	PRJNA747871:OG468_41805	3	left	CP108275_linear_left	H	14	90	73.3	+	0	0	20I70M20D	CP107738_linear_left	19
NBC_00271	CP108071	['Streptomyces sp. NBC 00271']	plasmid	309936	PRJNA747871:OG798_54835	PRJNA747871:OG798_54840	91	left	CP108071_linear_left	H	37	90	73.3	+	0	0	13I77M13D	CP107763_linear_left	127
NBC_00016	CP108304	['Streptomyces sp. NBC 00016']	chromosome	10227930	PRJNA747871:OG933_45020	PRJNA747871:OG933_45015	3	right	CP108304_linear_right	H	9	90	92.2	+	0	0	D89MI	CP107730_linear_left	77
NBC_00016	CP108304	['Streptomyces sp. NBC 00016']	chromosome	10227930	PRJNA747871:OG933_00015	PRJNA747871:OG933_00020	3	left	CP108304_linear_left	H	9	90	94.4	+	0	0	D89MI	CP107730_linear_left	77
NBC_00701	CP109003	['Streptomyces virginiae']	chromosome	8776050	PRJNA747871:OG523_35525	PRJNA747871:OG523_35520	5	right	CP109003_linear_right	H	644	90	72.2	+	0	0	I63MI25M2D	CP108723_linear_left	4
NBC_00310	CP130714	['Streptomyces sp. NBC_00310']	chromosome	10667068	PRJNA747871:OG202_46340	PRJNA747871:OG202_46335	91	right	CP130714_linear_right	H	89	90	94.4	+	0	0	57MD32MI	CP107844_linear_left	34
NBC_00310	CP130714	['Streptomyces sp. NBC_00310']	chromosome	10667068	PRJNA747871:OG202_00015	PRJNA747871:OG202_00020	91	left	CP130714_linear_left	H	89	90	94.4	+	0	0	57MD32MI	CP107844_linear_left	34
NBC_00104	CP108215	['Streptomyces sp. NBC_00104']	chromosome	10684609	PRJNA747871:OG272_46530	PRJNA747871:OG272_46525	91	right	CP108215_linear_right	H	89	90	87.8	+	0	0	4D86M4I	CP107844_linear_left	34
NBC_00104	CP108215	['Streptomyces sp. NBC_00104']	chromosome	10684609	PRJNA747871:OG272_00015	PRJNA747871:OG272_00020	91	left	CP108215_linear_left	H	89	90	87.8	+	0	0	4D86M4I	CP107844_linear_left	34
NBC_00024	CP108298	['Streptomyces sp. NBC_00024']	chromosome	11459578	PRJNA747871:OG235_50740	PRJNA747871:OG235_50735	91	right	CP108298_linear_right	H	89	90	80.0	+	0	0	14I76M14D	CP107844_linear_left	34
NBC_00024	CP108298	['Streptomyces sp. NBC_00024']	chromosome	11459578	PRJNA747871:OG235_00015	PRJNA747871:OG235_00020	91	left	CP108298_linear_left	H	89	90	78.9	+	0	0	14I45MI30M15D	CP107844_linear_left	34
NBC_00496	CP107865	['Streptomyces sp. NBC_00496']	chromosome	11851102	PRJNA747871:OG561_51220	PRJNA747871:OG561_51215	91	right	CP107865_linear_right	H	89	90	94.4	+	0	0	57MD32MI	CP107844_linear_left	34
NBC_00496	CP107865	['Streptomyces sp. NBC_00496']	chromosome	11851102	PRJNA747871:OG561_00015	PRJNA747871:OG561_00020	91	left	CP107865_linear_left	H	89	90	94.4	+	0	0	57MD32MI	CP107844_linear_left	34
NBC_00487	CP107877	['Streptomyces sp. NBC_00487']	chromosome	10744805	PRJNA747871:OG250_46890	PRJNA747871:OG250_46885	91	right	CP107877_linear_right	H	89	90	95.6	+	0	0	90M	CP107844_linear_left	34
NBC_00487	CP107877	['Streptomyces sp. NBC_00487']	chromosome	10744805	PRJNA747871:OG250_00015	PRJNA747871:OG250_00020	91	left	CP107877_linear_left	H	89	90	95.6	+	0	0	90M	CP107844_linear_left	34
NBC_00425	CP107928	['Streptomyces sp. NBC 00425']	chromosome	9805310	PRJNA747871:OHS82_43350	PRJNA747871:OHS82_43345	6	right	CP107928_linear_right	H	2	90	94.4	+	0	0	71MI18MD	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_00425	CP107928	['Streptomyces sp. NBC 00425']	chromosome	9805310	PRJNA747871:OHS82_00015	PRJNA747871:OHS82_00020	6	left	CP107928_linear_left	H	2	90	94.4	+	0	0	71MI18MD	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_00497	CP107864	['Streptomyces europaeiscabiei']	plasmid	417349	PRJNA747871:OG545_47390	PRJNA747871:OG545_47395	90	left	CP107864_linear_left	H	9	90	91.1	+	0	0	2D88M2I	CP107730_linear_left	77
NBC_00497	CP107863	['Streptomyces europaeiscabiei']	chromosome	10906898	PRJNA747871:OG545_47375	PRJNA747871:OG545_47370	90	right	CP107863_linear_right	H	9	90	91.1	+	0	0	2D88M2I	CP107730_linear_left	77
NBC_00497	CP107863	['Streptomyces europaeiscabiei']	chromosome	10906898	PRJNA747871:OG545_00010	PRJNA747871:OG545_00015	90	left	CP107863_linear_left	H	9	90	91.1	+	0	0	2D88M2I	CP107730_linear_left	77
NBC_00304	CP108034	['Streptomyces sp. NBC 00304']	plasmid	238339	PRJNA747871:OG797_39640	PRJNA747871:OG797_39645	4	right	CP108034_linear_right	H	187	90	91.1	+	0	0	90M	CP108000_linear_left	10
NBC_01581	CP109343	['Streptomyces glauciniger']	chromosome	8817510	PRJNA747871:OH779_36665	PRJNA747871:OH779_36670	9	right	CP109343_linear_right	H	2	90	75.6	+	0	0	41MD32M4D12M5I	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_00634	CP107730	['Streptomyces canus']	chromosome	10733048	PRJNA747871:OHA83_00060	PRJNA747871:OHA83_00065	3	left	CP107730_linear_left	S	9	90	*	*	*	*	*	*	77
NBC_00278	CP108063	['Streptomyces zaomyceticus']	plasmid	124550	PRJNA747871:OG988_40095	PRJNA747871:OG988_40090	3	left	CP108063_linear_left	H	37	90	90.0	+	0	0	63M2I25M2D	CP107763_linear_left	127
NBC_00669	CP109018	['Streptomyces sp. NBC 00669']	chromosome	9601491	PRJNA747871:OG896_00575	PRJNA747871:OG896_00570	3	left	CP109018_linear_left	H	25	90	77.8	+	0	0	63M2D25M2I	CP107746_linear_left	50
NBC_00121	CP108194	['Streptomyces sp. NBC 00121']	chromosome	9001604	PRJNA747871:OG830_39080	PRJNA747871:OG830_39085	9	right	CP108194_linear_right	H	25	90	96.7	+	0	0	90M	CP107746_linear_left	50
NBC_01760	CP109124	['Streptomyces sp. NBC 01760']	chromosome	9099298	PRJNA747871:OG807_39755	PRJNA747871:OG807_39760	9	right	CP109124_linear_right	H	25	90	91.1	+	0	0	35MI18MI35M2D	CP107746_linear_left	50
NBC_01228	CP108526	['Streptomyces zaomyceticus']	plasmid	123285	PRJNA747871:OG237_44025	PRJNA747871:OG237_44030	3	right	CP108526_linear_right	H	37	90	91.1	+	0	0	90M	CP107763_linear_left	127
NBC_01746	CP109144	['Streptomyces glauciniger']	chromosome	9513205	PRJNA747871:OIE69_05360	PRJNA747871:OIE69_05355	9	left	CP109144_linear_left	S	813	90	*	*	*	*	*	*	4
NBC_00342	CP108000	['Streptomyces sp. NBC 00342']	plasmid	238828	PRJNA747871:OHA41_38585	PRJNA747871:OHA41_38590	4	right	CP108000_linear_right	H	187	90	92.2	+	0	0	61M2D27M2I	CP108000_linear_left	10
NBC_00324	CP108016	['Streptomyces virginiae']	chromosome	9257388	PRJNA747871:OHV97_42715	PRJNA747871:OHV97_42720	98	right	CP108016_linear_right	H	192	90	100.0	+	0	0	=	CP108016_linear_left	4
NBC_00324	CP108016	['Streptomyces virginiae']	chromosome	9257388	PRJNA747871:OHV97_00125	PRJNA747871:OHV97_00120	98	left	CP108016_linear_left	S	192	90	*	*	*	*	*	*	4
NBC_00200	CP108127	['Streptomyces mirabilis']	chromosome	12198498	PRJNA747871:OG258_49240	PRJNA747871:OG258_49245	3	right	CP108127_linear_right	H	100	90	93.3	+	0	0	I67M3D20M2I	CP107864_linear_right	46
NBC_00165	CP108152	['Streptomyces glauciniger']	chromosome	9542804	PRJNA747871:OG539_37880	PRJNA747871:OG539_37885	9	right	CP108152_linear_right	H	75	90	73.3	+	0	0	17M2I17MD54MD	CP107819_linear_left	25
NBC_00084	CP108232	['Streptomyces zaomyceticus']	plasmid	124532	PRJNA747871:OG358_42945	PRJNA747871:OG358_42950	3	right	CP108232_linear_right	H	14	90	74.4	+	0	0	20I70M20D	CP107738_linear_left	19
NBC_00001	CP108322	['Streptomyces canus']	chromosome	10841726	PRJNA747871:OHV08_49600	PRJNA747871:OHV08_49595	91	right	CP108322_linear_right	H	9	90	94.4	+	0	0	D89MI	CP107730_linear_left	77
NBC_00001	CP108322	['Streptomyces canus']	chromosome	10841726	PRJNA747871:OHV08_00015	PRJNA747871:OHV08_00020	91	left	CP108322_linear_left	H	9	90	94.4	+	0	0	D89MI	CP107730_linear_left	77
NBC_00123	CP108190	['Streptomyces zaomyceticus']	plasmid	128498	PRJNA747871:OG814_42475	PRJNA747871:OG814_42470	3	left	CP108190_linear_left	H	37	90	92.2	+	0	0	90M	CP107763_linear_left	127
NBC_00088	CP108226	['Streptomyces zaomyceticus']	plasmid	124545	PRJNA747871:OHB11_39770	PRJNA747871:OHB11_39765	3	left	CP108226_linear_left	H	37	90	92.2	+	0	0	90M	CP107763_linear_left	127
NBC_01002	CP108709	['Streptomyces canus']	chromosome	11769262	PRJNA747871:OG426_54315	PRJNA747871:OG426_54310	3	right	CP108709_linear_right	H	9	90	80.0	+	0	0	10D80M10I	CP107730_linear_left	77
NBC_01002	CP108709	['Streptomyces canus']	chromosome	11769262	PRJNA747871:OG426_00080	PRJNA747871:OG426_00085	3	left	CP108709_linear_left	H	9	90	80.0	+	0	0	10D80M10I	CP107730_linear_left	77
NBC_00494	CP107866	['Streptomyces europaeiscabiei']	chromosome	11363729	PRJNA747871:OHB32_49710	PRJNA747871:OHB32_49705	3	right	CP107866_linear_right	H	37	90	78.9	+	0	0	90M	CP107763_linear_left	127
NBC_00494	CP107866	['Streptomyces europaeiscabiei']	chromosome	11363729	PRJNA747871:OHB32_00010	PRJNA747871:OHB32_00015	3	left	CP107866_linear_left	H	37	90	78.9	+	0	0	90M	CP107763_linear_left	127
NBC_00277	CP108065	['Streptomyces canus']	chromosome	10691412	PRJNA747871:OHT68_48585	PRJNA747871:OHT68_48580	3	right	CP108065_linear_right	H	9	90	93.3	+	0	0	58MI31MD	CP107730_linear_left	77
NBC_00277	CP108065	['Streptomyces canus']	chromosome	10691412	PRJNA747871:OHT68_00010	PRJNA747871:OHT68_00015	3	left	CP108065_linear_left	H	9	90	94.4	+	0	0	90M	CP107730_linear_left	77
NBC_01017	CP108683	['Streptomyces sp. NBC_01017']	chromosome	11375640	PRJNA747871:OG331_51700	PRJNA747871:OG331_51705	3	right	CP108683_linear_right	H	9	90	73.3	+	0	0	84M2D4M2I	CP107730_linear_left	77
NBC_01017	CP108683	['Streptomyces sp. NBC_01017']	chromosome	11375640	PRJNA747871:OG331_00270	PRJNA747871:OG331_00265	3	left	CP108683_linear_left	H	9	90	73.3	+	0	0	84M2D4M2I	CP107730_linear_left	77
NBC_00105	CP108213	['Streptomyces sp. NBC_00105']	chromosome	9538619	PRJNA747871:OG454_01820	PRJNA747871:OG454_01825	3	left	CP108213_linear_left	H	37	90	84.4	+	0	0	65MD24MI	CP107763_linear_left	127
NBC_00723	CP108987	['Streptomyces sp. NBC_00723']	chromosome	9871954	PRJNA747871:OG713_41690	PRJNA747871:OG713_41695	26	right	CP108987_linear_right	H	37	90	75.6	+	0	0	10D80M10I	CP107763_linear_left	127
NBC_00029	CP108292	['Streptomyces sp. NBC_00029']	chromosome	8802311	PRJNA747871:OG753_03645	PRJNA747871:OG753_03640	99	left	CP108292_linear_left	H	106	90	86.7	+	0	0	12D78M12I	CP107873_linear_left	28
NBC_00704	CP109001	['Streptomyces sp. NBC 00704']	plasmid	97428	PRJNA747871:OG802_35480	PRJNA747871:OG802_35475	3	right	CP109001_linear_right	H	37	90	87.8	+	0	0	90M	CP107763_linear_left	127
NBC_00248	CP108090	['Streptomyces virginiae']	chromosome	9293002	PRJNA747871:OG517_42960	PRJNA747871:OG517_42955	5	right	CP108090_linear_right	H	89	90	74.4	+	0	0	39MD24MI26M	CP107844_linear_left	34
NBC_00248	CP108090	['Streptomyces virginiae']	chromosome	9293002	PRJNA747871:OG517_00210	PRJNA747871:OG517_00215	5	left	CP108090_linear_left	H	89	90	74.4	+	0	0	39MD24MI26M	CP107844_linear_left	34
NBC_01664	CP109239	['Streptomyces albidoflavus']	plasmid	170064	PRJNA747871:OH810_30655	PRJNA747871:OH810_30650	4	left	CP109239_linear_left	H	37	90	91.1	+	0	0	D89MI	CP107763_linear_left	127
NBC_00105	CP108213	['Streptomyces sp. NBC_00105']	chromosome	9538619	PRJNA747871:OG454_43260	PRJNA747871:OG454_43265	95	right	CP108213_linear_right	H	37	90	84.4	+	0	0	65MD24MI	CP107763_linear_left	127
NBC_00105	CP108213	['Streptomyces sp. NBC_00105']	chromosome	9538619	PRJNA747871:OG454_00680	PRJNA747871:OG454_00675	95	left	CP108213_linear_left	H	37	90	84.4	+	0	0	65MD24MI	CP107763_linear_left	127
NBC_01017	CP108683	['Streptomyces sp. NBC_01017']	chromosome	11375640	PRJNA747871:OG331_50125	PRJNA747871:OG331_50130	7	right	CP108683_linear_right	H	9	90	73.3	+	0	0	84M2D4M2I	CP107730_linear_left	77
NBC_01017	CP108683	['Streptomyces sp. NBC_01017']	chromosome	11375640	PRJNA747871:OG331_01850	PRJNA747871:OG331_01845	7	left	CP108683_linear_left	H	9	90	73.3	+	0	0	84M2D4M2I	CP107730_linear_left	77
NBC_01612	CP109304	['Streptomyces sp. NBC 01612']	chromosome	10169438	PRJNA747871:OHB52_44330	PRJNA747871:OHB52_44325	92	right	CP109304_linear_right	H	758	90	81.1	+	0	0	11I79M11D	CP109048_linear_right	7
NBC_01612	CP109304	['Streptomyces sp. NBC 01612']	chromosome	10169438	PRJNA747871:OHB52_00540	PRJNA747871:OHB52_00545	92	left	CP109304_linear_left	H	758	90	81.1	+	0	0	11I79M11D	CP109048_linear_right	7
NBC_00337	CP108005	['Streptomyces caniferus']	chromosome	8770135	PRJNA747871:OG879_00595	PRJNA747871:OG879_00600	9	left	CP108005_linear_left	H	25	90	74.4	+	0	0	61MD28MI	CP107746_linear_left	50
NBC_00314	CP108029	['Streptomyces caniferus']	chromosome	8944372	PRJNA747871:OHT20_38585	PRJNA747871:OHT20_38580	9	right	CP108029_linear_right	H	2	90	87.8	+	0	0	66M2I22M2D	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_00270	CP108073	['Streptomyces caniferus']	chromosome	8848699	PRJNA747871:OG436_00650	PRJNA747871:OG436_00655	9	left	CP108073_linear_left	H	2	90	82.2	+	0	0	30M2I34M2I8MI13M5D	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_01661	CP109244	['Streptomyces albidoflavus']	plasmid	172072	PRJNA747871:OH723_32030	PRJNA747871:OH723_32035	3	right	CP109244_linear_right	H	37	90	93.3	+	0	0	D89MI	CP107763_linear_left	127
NBC_01365	CP109584	['Streptomyces uncialis']	plasmid	90296	PRJNA747871:OG711_38750	PRJNA747871:OG711_38755	3	right	CP109584_linear_right	H	37	90	91.1	+	0	0	90M	CP107763_linear_left	127
NBC_01256	CP108473	['Streptomyces caniferus']	chromosome	8867118	PRJNA747871:OG727_38255	PRJNA747871:OG727_38250	9	right	CP108473_linear_right	H	2	90	87.8	+	0	0	66M2I22M2D	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_00712	CP108993	['Streptomyces luteogriseus']	chromosome	9165964	PRJNA747871:OID52_41485	PRJNA747871:OID52_41480	5	right	CP108993_linear_right	H	89	90	72.2	+	0	0	11I23MI24MI30M13D	CP107844_linear_left	34
NBC_00712	CP108993	['Streptomyces luteogriseus']	chromosome	9165964	PRJNA747871:OID52_00015	PRJNA747871:OID52_00020	5	left	CP108993_linear_left	H	89	90	73.3	+	0	0	11I23MI55M12D	CP107844_linear_left	34
NBC_00711	CP108994	['Streptomyces luteogriseus']	chromosome	9165939	PRJNA747871:OG480_41490	PRJNA747871:OG480_41485	5	right	CP108994_linear_right	H	89	90	74.4	+	0	0	10D80M10I	CP107844_linear_left	34
NBC_00711	CP108994	['Streptomyces luteogriseus']	chromosome	9165939	PRJNA747871:OG480_00015	PRJNA747871:OG480_00020	5	left	CP108994_linear_left	H	89	90	73.3	+	0	0	11I23M2I54M13D	CP107844_linear_left	34
NBC_00587	CP107766	['Streptomyces griseorubiginosus']	chromosome	9642004	PRJNA747871:OHN19_43390	PRJNA747871:OHN19_43385	5	right	CP107766_linear_right	H	9	90	90.0	+	0	0	25MI64MD	CP107730_linear_left	77
NBC_00587	CP107766	['Streptomyces griseorubiginosus']	chromosome	9642004	PRJNA747871:OHN19_00015	PRJNA747871:OHN19_00020	5	left	CP107766_linear_left	H	9	90	90.0	+	0	0	25MI64MD	CP107730_linear_left	77
NBC_00586	CP107768	['Streptomyces griseorubiginosus']	chromosome	9643430	PRJNA747871:OG942_43405	PRJNA747871:OG942_43400	5	right	CP107768_linear_right	H	9	90	90.0	+	0	0	25MI64MD	CP107730_linear_left	77
NBC_00586	CP107768	['Streptomyces griseorubiginosus']	chromosome	9643430	PRJNA747871:OG942_00015	PRJNA747871:OG942_00020	5	left	CP107768_linear_left	H	9	90	90.0	+	0	0	25MI64MD	CP107730_linear_left	77
NBC_00488	CP107872	['Streptomyces virginiae']	plasmid	237316	PRJNA747871:OG624_42170	PRJNA747871:OG624_42165	5	right	CP107872_linear_right	H	105	90	85.6	+	0	0	13I61MD16M12D	CP107872_linear_left	13
NBC_01259	CP108468	['Streptomyces sp. NBC_01259']	plasmid	256555	PRJNA747871:OG693_38305	PRJNA747871:OG693_38300	4	left	CP108468_linear_left	H	187	90	100.0	+	0	0	=	CP108000_linear_left	10
NBC_01255	CP108474	['Streptomyces sp. NBC_01255']	chromosome	8433082	PRJNA747871:OG357_00010	PRJNA747871:OG357_00015	4	left	CP108474_linear_left	H	37	90	94.4	+	0	0	90M	CP107763_linear_left	127
NBC_00582	CP107772	['Streptomyces sp. NBC 00582']	chromosome	10791786	PRJNA747871:OG852_48895	PRJNA747871:OG852_48890	5	right	CP107772_linear_right	H	35	90	76.7	+	0	0	45M3D42M3I	CP107761_linear_left	17
NBC_00582	CP107772	['Streptomyces sp. NBC 00582']	chromosome	10791786	PRJNA747871:OG852_00240	PRJNA747871:OG852_00245	5	left	CP107772_linear_left	H	2	90	81.1	+	0	0	90M	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_01238	CP130722	['Streptomyces sp. NBC_01238']	chromosome	8632228	PRJNA747871:OG382_38700	PRJNA747871:OG382_38695	3	right	CP130722_linear_right	H	416	90	94.4	+	0	0	90M	CP108392_linear_left	6
NBC_01238	CP130722	['Streptomyces sp. NBC_01238']	chromosome	8632228	PRJNA747871:OG382_00090	PRJNA747871:OG382_00095	3	left	CP130722_linear_left	H	416	90	94.4	+	0	0	90M	CP108392_linear_left	6
NBC_01240	CP108497	['Streptomyces sp. NBC_01240']	chromosome	8674336	PRJNA747871:OG466_39025	PRJNA747871:OG466_39020	3	right	CP108497_linear_right	H	9	90	95.6	+	0	0	90M	CP107730_linear_left	77
NBC_01240	CP108497	['Streptomyces sp. NBC_01240']	chromosome	8674336	PRJNA747871:OG466_00010	PRJNA747871:OG466_00015	3	left	CP108497_linear_left	H	9	90	95.6	+	0	0	90M	CP107730_linear_left	77
NBC_00667	CP109023	['Streptomyces sp. NBC 00667']	plasmid	442038	PRJNA747871:OHA81_33385	PRJNA747871:OHA81_33380	16	left	CP109023_linear_left	H	75	90	74.4	+	0	0	56M6I28M6D	CP107819_linear_left	25
NBC_00664	CP109026	['Streptomyces sp. NBC 00664']	plasmid	493688	PRJNA747871:OG822_33385	PRJNA747871:OG822_33380	16	left	CP109026_linear_left	H	75	90	72.2	+	0	0	90M	CP107819_linear_left	25
