contig_name	strain_name	taxon	rep_type
CP109252	['NBC 01654']	['Streptomyces anulatus']	chromosome
CP109253	['NBC 01654']	['Streptomyces anulatus']	plasmid
CP109249	['NBC 01657']	['Streptomyces cellulosae']	chromosome
CP109250	['NBC 01657']	['Streptomyces cellulosae']	plasmid
CP109251	['NBC 01657']	['Streptomyces cellulosae']	plasmid
CP109245	['NBC 01658']	['Streptomyces albidoflavus']	chromosome
CP109246	['NBC 01658']	['Streptomyces albidoflavus']	plasmid
CP109247	['NBC 01658']	['Streptomyces albidoflavus']	plasmid
CP109248	['NBC 01658']	['Streptomyces albidoflavus']	plasmid
CP109243	['NBC 01661']	['Streptomyces albidoflavus']	chromosome
CP109244	['NBC 01661']	['Streptomyces albidoflavus']	plasmid
CP109242	['NBC 01662']	['Streptomyces anthocyanicus']	chromosome
CP109238	['NBC 01664']	['Streptomyces albidoflavus']	chromosome
CP109239	['NBC 01664']	['Streptomyces albidoflavus']	plasmid
CP109240	['NBC 01664']	['Streptomyces albidoflavus']	plasmid
CP109241	['NBC 01664']	['Streptomyces albidoflavus']	extrachromosomal
CP109235	['NBC 01665']	['Streptomyces albidoflavus']	chromosome
CP109236	['NBC 01665']	['Streptomyces albidoflavus']	plasmid
CP109237	['NBC 01665']	['Streptomyces albidoflavus']	plasmid
CP109234	['NBC 01666']	['Streptomyces althioticus']	chromosome
CP109233	['NBC 01667']	['Streptomyces cellulosae']	chromosome
CP109228	['NBC 01668']	['Streptomyces anthocyanicus']	chromosome
CP109229	['NBC 01668']	['Streptomyces anthocyanicus']	plasmid
CP109230	['NBC 01668']	['Streptomyces anthocyanicus']	plasmid
CP109231	['NBC 01668']	['Streptomyces anthocyanicus']	plasmid
CP109232	['NBC 01668']	['Streptomyces anthocyanicus']	extrachromosomal
CP109226	['NBC 01671']	['Streptomyces albidoflavus']	chromosome
CP109227	['NBC 01671']	['Streptomyces albidoflavus']	plasmid
CP109225	['NBC 01672']	['Streptomyces althioticus']	chromosome
CP109224	['NBC 01673']	['Streptomyces albidoflavus']	chromosome
CP109594	['NBC 01675']	['Streptomyces albidoflavus']	chromosome
CP109595	['NBC 01675']	['Streptomyces albidoflavus']	plasmid
CP109222	['NBC 01676']	['Streptomyces cellulosae']	chromosome
CP109223	['NBC 01676']	['Streptomyces cellulosae']	plasmid
CP109220	['NBC 01677']	['Streptomyces cellulosae']	chromosome
CP109221	['NBC 01677']	['Streptomyces cellulosae']	plasmid
CP109453	['NBC 01678']	['Streptomyces cellulosae']	chromosome
CP109454	['NBC 01678']	['Streptomyces cellulosae']	plasmid
CP109215	['NBC 01679']	['Streptomyces althioticus']	chromosome
CP109216	['NBC 01679']	['Streptomyces althioticus']	plasmid
CP109217	['NBC 01679']	['Streptomyces althioticus']	plasmid
CP109218	['NBC 01679']	['Streptomyces althioticus']	plasmid
CP109219	['NBC 01679']	['Streptomyces althioticus']	plasmid
CP109212	['NBC 01680']	['Streptomyces cellulosae']	chromosome
CP109213	['NBC 01680']	['Streptomyces cellulosae']	plasmid
CP109214	['NBC 01680']	['Streptomyces cellulosae']	plasmid
CP109211	['NBC 01683']	['Streptomyces microflavus']	chromosome
CP109210	['NBC 01684']	['Streptomyces microflavus']	chromosome
CP109209	['NBC 01685']	['Streptomyces sp. NBC 01685']	chromosome
CP109207	['NBC 01686']	['Streptomyces althioticus']	chromosome
CP109208	['NBC 01686']	['Streptomyces althioticus']	plasmid
CP109205	['NBC 01687']	['Streptomyces anthocyanicus']	chromosome
CP109206	['NBC 01687']	['Streptomyces anthocyanicus']	plasmid
CP109592	['NBC 01689']	['Streptomyces sp. NBC 01689']	chromosome
CP109593	['NBC 01689']	['Streptomyces sp. NBC 01689']	plasmid
CP109203	['NBC 01692']	['Streptomyces albidoflavus']	chromosome
CP109204	['NBC 01692']	['Streptomyces albidoflavus']	extrachromosomal
CP109202	['NBC 01693']	['Streptomyces sp. NBC 01693']	chromosome
CP109201	['NBC 01694']	['Streptomyces glauciniger']	chromosome
CP109200	['NBC 01696']	['Streptomyces sp. NBC 01696']	chromosome
CP109199	['NBC 01699']	['Micromonospora sp. NBC 01699']	chromosome
CP109197	['NBC 01701']	['Streptomyces cellulosae']	chromosome
CP109198	['NBC 01701']	['Streptomyces cellulosae']	plasmid
CP109194	['NBC 01703']	['Streptomyces cellulosae']	chromosome
CP109195	['NBC 01703']	['Streptomyces cellulosae']	plasmid
CP109196	['NBC 01703']	['Streptomyces cellulosae']	plasmid
CP109193	['NBC 01706']	['Streptomyces cellulosae']	chromosome
CP109190	['NBC 01707']	['Streptomyces sp. NBC 01707']	chromosome
CP109191	['NBC 01707']	['Streptomyces sp. NBC 01707']	plasmid
CP109192	['NBC 01707']	['Streptomyces sp. NBC 01707']	extrachromosomal
CP109188	['NBC 01708']	['Streptomyces sp. NBC 01708']	chromosome
CP109189	['NBC 01708']	['Streptomyces sp. NBC 01708']	plasmid
CP109184	['NBC 01711']	['Streptomyces cellulosae']	chromosome
CP109185	['NBC 01711']	['Streptomyces cellulosae']	plasmid
CP109186	['NBC 01711']	['Streptomyces cellulosae']	plasmid
CP109187	['NBC 01711']	['Streptomyces cellulosae']	plasmid
CP109183	['NBC 01714']	['Streptomyces mirabilis']	chromosome
CP109182	['NBC 01715']	['Streptomyces sp. NBC 01715']	chromosome
CP109181	['NBC 01716']	['Streptomyces sp. NBC 01716']	chromosome
CP109178	['NBC 01717']	['Streptomyces sp. NBC 01717']	chromosome
CP109179	['NBC 01717']	['Streptomyces sp. NBC 01717']	plasmid
CP109180	['NBC 01717']	['Streptomyces sp. NBC 01717']	plasmid
CP109174	['NBC 01718']	['Streptomyces sp. NBC 01718']	chromosome
CP109175	['NBC 01718']	['Streptomyces sp. NBC 01718']	plasmid
CP109176	['NBC 01718']	['Streptomyces sp. NBC 01718']	plasmid
CP109177	['NBC 01718']	['Streptomyces sp. NBC 01718']	extrachromosomal
CP109173	['NBC 01722']	['Streptomyces albidoflavus']	chromosome
CP109171	['NBC 01723']	['Streptomyces sp. NBC 01723']	chromosome
CP109172	['NBC 01723']	['Streptomyces sp. NBC 01723']	plasmid
CP109169	['NBC 01724']	['Streptomyces sp. NBC 01724']	chromosome
CP109170	['NBC 01724']	['Streptomyces sp. NBC 01724']	plasmid
CP109167	['NBC 01725']	['Streptomyces sp. NBC 01725']	chromosome
CP109168	['NBC 01725']	['Streptomyces sp. NBC 01725']	plasmid
CP109166	['NBC 01726']	['Nonomuraea glycinis']	chromosome
CP109163	['NBC 01727']	['Streptomyces sp. NBC 01727']	chromosome
CP109164	['NBC 01727']	['Streptomyces sp. NBC 01727']	plasmid
CP109165	['NBC 01727']	['Streptomyces sp. NBC 01727']	plasmid
CP109162	['NBC 01730']	['Nocardia sp. NBC 01730']	chromosome
CP109157	['NBC 01732']	['Streptomyces sp. NBC 01732']	chromosome
CP109158	['NBC 01732']	['Streptomyces sp. NBC 01732']	plasmid
CP109159	['NBC 01732']	['Streptomyces sp. NBC 01732']	plasmid
CP109160	['NBC 01732']	['Streptomyces sp. NBC 01732']	plasmid
CP109161	['NBC 01732']	['Streptomyces sp. NBC 01732']	extrachromosomal
CP109156	['NBC 01734']	['Micromonospora ureilytica']	chromosome
CP109154	['NBC 01735']	['Streptomyces europaeiscabiei']	chromosome
CP109155	['NBC 01735']	['Streptomyces europaeiscabiei']	plasmid
CP109153	['NBC 01737']	['Dactylosporangium sp. NBC 01737']	chromosome
CP109152	['NBC 01738']	['Nonomuraea sp. NBC 01738']	chromosome
CP109151	['NBC 01739']	['Micromonospora sp. NBC 01739']	chromosome
CP109150	['NBC 01740']	['Micromonospora sp. NBC 01740']	chromosome
CP109149	['NBC 01743']	['Nocardia vinacea']	chromosome
CP109148	['NBC 01744']	['Streptomyces sp. NBC 01744']	chromosome
CP109146	['NBC 01745']	['Streptomyces globisporus']	chromosome
CP109147	['NBC 01745']	['Streptomyces globisporus']	plasmid
CP109144	['NBC 01746']	['Streptomyces glauciniger']	chromosome
CP109145	['NBC 01746']	['Streptomyces glauciniger']	plasmid
CP109142	['NBC 01747']	['Streptomyces albidoflavus']	chromosome
CP109143	['NBC 01747']	['Streptomyces albidoflavus']	extrachromosomal
CP109140	['NBC 01749']	['Streptomyces cyaneofuscatus']	chromosome
CP109141	['NBC 01749']	['Streptomyces cyaneofuscatus']	plasmid
CP109137	['NBC 01750']	['Streptomyces sp. NBC 01750']	chromosome
CP109138	['NBC 01750']	['Streptomyces sp. NBC 01750']	plasmid
CP109139	['NBC 01750']	['Streptomyces sp. NBC 01750']	plasmid
CP109136	['NBC 01751']	['Streptomyces sp. NBC 01751']	chromosome
CP109135	['NBC 01752']	['Streptomyces phaeochromogenes']	chromosome
CP109134	['NBC 01753']	['Streptomyces hirsutus']	chromosome
CP109132	['NBC 01754']	['Streptomyces sp. NBC 01754']	chromosome
CP109133	['NBC 01754']	['Streptomyces sp. NBC 01754']	plasmid
CP109131	['NBC 01755']	['Streptosporangium sp. NBC 01755']	chromosome
CP109130	['NBC 01756']	['Streptosporangium sp. NBC 01756']	chromosome
CP109127	['NBC 01758']	['Streptomyces virginiae']	chromosome
CP109128	['NBC 01758']	['Streptomyces virginiae']	plasmid
CP109129	['NBC 01758']	['Streptomyces virginiae']	plasmid
CP109125	['NBC 01759']	['Streptomyces anulatus']	chromosome
CP109126	['NBC 01759']	['Streptomyces anulatus']	plasmid
CP109124	['NBC 01760']	['Streptomyces sp. NBC 01760']	chromosome
CP109123	['NBC 01761']	['Streptomyces sp. NBC 01761']	chromosome
CP109122	['NBC 01762']	['Streptomyces sp. NBC 01762']	chromosome
CP109121	['NBC 01763']	['Streptomyces sp. NBC 01763']	chromosome
CP109118	['NBC 01766']	['Streptomyces sp. NBC 01766']	chromosome
CP109119	['NBC 01766']	['Streptomyces sp. NBC 01766']	plasmid
CP109120	['NBC 01766']	['Streptomyces sp. NBC 01766']	plasmid
CP109115	['NBC 01768']	['Streptomyces sp. NBC 01768']	chromosome
CP109116	['NBC 01768']	['Streptomyces sp. NBC 01768']	plasmid
CP109117	['NBC 01768']	['Streptomyces sp. NBC 01768']	plasmid
CP109114	['NBC 01769']	['Streptomyces brevispora']	chromosome
CP109112	['NBC 01770']	['Streptomyces scopuliridis']	chromosome
CP109113	['NBC 01770']	['Streptomyces scopuliridis']	plasmid
CP109109	['NBC 01771']	['Streptomyces scopuliridis']	chromosome
CP109110	['NBC 01771']	['Streptomyces scopuliridis']	plasmid
CP109111	['NBC 01771']	['Streptomyces scopuliridis']	plasmid
CP109108	['NBC 01772']	['Streptomyces cellulosae']	chromosome
CP109107	['NBC 01773']	['Streptomyces cellulosae']	chromosome
CP109106	['NBC 01774']	['Streptomyces decoyicus']	chromosome
CP109104	['NBC 01775']	['Streptomyces sp. NBC 01775']	chromosome
CP109105	['NBC 01775']	['Streptomyces sp. NBC 01775']	plasmid
CP109102	['NBC 01777']	['Streptomyces anthocyanicus']	chromosome
CP109103	['NBC 01777']	['Streptomyces anthocyanicus']	plasmid
CP109097	['NBC 01778']	['Streptomyces cellulosae']	chromosome
CP109098	['NBC 01778']	['Streptomyces cellulosae']	plasmid
CP109099	['NBC 01778']	['Streptomyces cellulosae']	plasmid
CP109100	['NBC 01778']	['Streptomyces cellulosae']	plasmid
CP109101	['NBC 01778']	['Streptomyces cellulosae']	extrachromosomal
CP109095	['NBC 01779']	['Streptomyces cellulosae']	chromosome
CP109096	['NBC 01779']	['Streptomyces cellulosae']	plasmid
CP109094	['NBC 01780']	['Streptomyces cellulosae']	chromosome
CP109091	['NBC 01786']	['Streptomyces scopuliridis']	chromosome
CP109092	['NBC 01786']	['Streptomyces scopuliridis']	plasmid
CP109093	['NBC 01786']	['Streptomyces scopuliridis']	plasmid
CP109090	['NBC 01788']	['Streptomyces sp. NBC 01788']	chromosome
CP109088	['NBC 01790']	['Streptomyces albidoflavus']	chromosome
CP109089	['NBC 01790']	['Streptomyces albidoflavus']	extrachromosomal
CP109085	['NBC 01791']	['Streptomyces albidoflavus']	chromosome
CP109086	['NBC 01791']	['Streptomyces albidoflavus']	plasmid
CP109087	['NBC 01791']	['Streptomyces albidoflavus']	extrachromosomal
CP109083	['NBC 01792']	['Streptomyces cyaneofuscatus']	chromosome
CP109084	['NBC 01792']	['Streptomyces cyaneofuscatus']	plasmid
CP109081	['NBC 01794']	['Streptomyces sp. NBC 01794']	chromosome
CP109082	['NBC 01794']	['Streptomyces sp. NBC 01794']	extrachromosomal
CP109079	['NBC 01795']	['Streptomyces sp. NBC 01795']	chromosome
CP109080	['NBC 01795']	['Streptomyces sp. NBC 01795']	plasmid
CP109078	['NBC 01796']	['Micromonospora sp. NBC 01796']	chromosome
CP109077	['NBC 01798']	['Streptomyces microflavus']	chromosome
CP109076	['NBC 01799']	['Streptomyces sp. NBC 01799']	chromosome
CP109075	['NBC 01800']	['Streptomyces sp. NBC 01800']	chromosome
CP109074	['NBC 01801']	['Nonomuraea fuscirosea']	chromosome
CP109073	['NBC 01803']	['Streptomyces sp. NBC 01803']	chromosome
CP109072	['NBC 01808']	['Streptomyces sp. NBC 01808']	chromosome
CP109071	['NBC 01809']	['Micromonospora peucetia']	chromosome
CP109070	['NBC 01810']	['Streptosporangium sp. NBC 01810']	chromosome
CP109068	['NBC 01811']	['Streptosporangium subroseum']	chromosome
CP109069	['NBC 01811']	['Streptosporangium subroseum']	extrachromosomal
CP109067	['NBC 01813']	['Micromonospora sp. NBC 01813']	chromosome
